hour,price_gbp_per_mwh,hour_of_day,day_of_week,day_of_year
1593,39.006617476324294,9,3,67
1594,-3.2761741536786544,10,3,67
1595,-10.974788159843243,11,3,67
1596,12.906600477577815,12,3,67
1597,63.15077183945904,13,3,67
1598,64.01855190929712,14,3,67
1599,50.2435095996796,15,3,67
1600,53.1523332016951,16,3,67
1601,95.50131008495444,17,3,67
1602,85.32205020476165,18,3,67
1603,64.25841412223504,19,3,67
1604,52.301965501636914,20,3,67
1605,32.93650611045117,21,3,67
1606,38.23534038064663,22,3,67
1607,59.10758419589022,23,3,67
1608,48.56522890446455,0,4,68
1609,41.37488054124161,1,4,68
1610,34.85218271207267,2,4,68
1611,19.89425556602292,3,4,68
1612,33.744186656455,4,4,68
1613,39.43439052291579,5,4,68
1614,46.41271528129165,6,4,68
1615,112.68687299412822,7,4,68
1616,122.0588044266627,8,4,68
1617,104.59377779999892,9,4,68
1618,87.65506590344303,10,4,68
1619,102.80781803696362,11,4,68
1620,102.74004490545987,12,4,68
1621,73.21919027374425,13,4,68
1622,89.87044871966013,14,4,68
1623,72.95934746101123,15,4,68
1624,115.45611565665172,16,4,68
1625,153.33258985640205,17,4,68
1626,138.83806005212043,18,4,68
1627,157.69838469727213,19,4,68
1628,137.99267367300786,20,4,68
1629,136.6132420684902,21,4,68
1630,125.40875152270064,22,4,68
1631,82.0121664831525,23,4,68
1632,44.507159838973514,0,5,69
1633,49.245411212027136,1,5,69
1634,40.23791699482896,2,5,69
1635,35.50135325331014,3,5,69
1636,29.371587845623704,4,5,69
1637,39.46951764151115,5,5,69
1638,74.20108064214146,6,5,69
1639,66.60123013689022,7,5,69
1640,71.93278981894302,8,5,69
1641,97.97359193986507,9,5,69
1642,87.6031014489011,10,5,69
1643,87.04534605303643,11,5,69
1644,67.9779523829681,12,5,69
1645,76.5487387585989,13,5,69
1646,70.0763954518922,14,5,69
1647,83.54907297892034,15,5,69
1648,105.79133844914857,16,5,69
1649,163.11122852271117,17,5,69
1650,173.27280495650712,18,5,69
1651,178.02658027477483,19,5,69
1652,140.0856139537987,20,5,69
1653,113.13443450303741,21,5,69
1654,101.97514548048473,22,5,69
1655,73.55700141191251,23,5,69
1656,54.92747774799464,0,6,70
1657,60.011026292666955,1,6,70
1658,43.08202718692936,2,6,70
1659,50.65758291518911,3,6,70
1660,63.88313348433697,4,6,70
1661,68.00388582428587,5,6,70
1662,50.28235067442005,6,6,70
1663,49.580675633890216,7,6,70
1664,77.02700930585267,8,6,70
1665,77.73620553028519,9,6,70
1666,55.96929567189048,10,6,70
1667,46.29827488616125,11,6,70
1668,63.19341830403344,12,6,70
1669,74.32154992782628,13,6,70
1670,67.36227999873475,14,6,70
1671,59.364658240478796,15,6,70
1672,56.6520448398749,16,6,70
1673,47.38634397872954,17,6,70
1674,89.0985409288009,18,6,70
1675,165.70386882099234,19,6,70
1676,94.63657595087099,20,6,70
1677,109.93988430698826,21,6,70
1678,109.89195795554588,22,6,70
1679,77.26709879030305,23,6,70
1680,70.15735339650857,0,0,71
1681,60.733062973854445,1,0,71
1682,43.99433199772657,2,0,71
1683,45.99209425508087,3,0,71
1684,36.101523243102505,4,0,71
1685,57.4106284157558,5,0,71
1686,60.70314772579651,6,0,71
1687,74.1589940153824,7,0,71
1688,85.73492458464055,8,0,71
1689,82.32138853093258,9,0,71
1690,89.21892291109309,10,0,71
1691,73.9860101954483,11,0,71
1692,91.99391268008938,12,0,71
1693,65.57158686712792,13,0,71
1694,68.08985478382385,14,0,71
1695,104.48829504710646,15,0,71
1696,85.65372486840297,16,0,71
1697,79.6242075540597,17,0,71
1698,99.4544937412187,18,0,71
1699,99.16830954967112,19,0,71
1700,98.1672834057755,20,0,71
1701,98.08843128249171,21,0,71
1702,98.2903620968493,22,0,71
1703,92.7036659112863,23,0,71
1704,71.39799615898247,0,1,72
1705,59.407349237544054,1,1,72
1706,58.26609750073946,2,1,72
1707,73.42050208308041,3,1,72
1708,72.6187666292326,4,1,72
1709,66.90419638679998,5,1,72
1710,94.0859223158353,6,1,72
1711,101.86545215321188,7,1,72
1712,63.94863130290597,8,1,72
1713,85.42139680053629,9,1,72
1714,69.95100467659448,10,1,72
1715,65.47747297867345,11,1,72
1716,74.27252949071074,12,1,72
1717,80.32963914242735,13,1,72
1718,91.73277659035226,14,1,72
1719,78.94934208258344,15,1,72
1720,93.26366542781776,16,1,72
1721,96.53382300708768,17,1,72
1722,120.49173730053592,18,1,72
1723,126.79707080074085,19,1,72
1724,91.5326443690971,20,1,72
1725,105.01598247030073,21,1,72
1726,81.9667406458702,22,1,72
1727,76.94518109408028,23,1,72
1728,60.66694380958998,0,2,73
1729,73.01323388326375,1,2,73
1730,60.16732594257451,2,2,73
1731,-10.321930139563172,3,2,73
1732,55.06629342282885,4,2,73
1733,57.79415549280436,5,2,73
1734,80.0742991649797,6,2,73
1735,61.44545907393892,7,2,73
1736,47.8853640582178,8,2,73
1737,32.26504354832511,9,2,73
1738,55.58189424653997,10,2,73
1739,87.2052429426967,11,2,73
1740,84.94794507023467,12,2,73
1741,82.63535176939995,13,2,73
1742,81.24123857565272,14,2,73
1743,100.64865649576,15,2,73
1744,83.66006386330756,16,2,73
1745,98.7329460106181,17,2,73
1746,128.34706087197588,18,2,73
1747,189.10506127420533,19,2,73
1748,119.28228786343917,20,2,73
1749,124.99187421603405,21,2,73
1750,57.29692625317447,22,2,73
1751,58.01655087331169,23,2,73
1752,36.64343269416449,0,3,74
1753,15.303575635087059,1,3,74
1754,22.33508784403017,2,3,74
1755,37.76982130905895,3,3,74
1756,-8.151136291818474,4,3,74
1757,57.888979672227855,5,3,74
1758,92.36165467526361,6,3,74
1759,125.47915600879608,7,3,74
1760,160.06435609470645,8,3,74
1761,168.6956940777438,9,3,74
1762,149.51691203153413,10,3,74
1763,102.01820080056174,11,3,74
1764,95.19873716647162,12,3,74
1765,78.3365709163267,13,3,74
1766,118.44937104492652,14,3,74
1767,106.19503782907492,15,3,74
1768,110.00796425427976,16,3,74
1769,131.23571634412139,17,3,74
1770,135.0753328844389,18,3,74
1771,164.48165220427137,19,3,74
1772,128.09408356967907,20,3,74
1773,115.51077702286271,21,3,74
1774,86.28376428718005,22,3,74
1775,47.98287343455346,23,3,74
1776,30.607000608527915,0,4,75
1777,29.56523263956168,1,4,75
1778,24.31554163770542,2,4,75
1779,19.39277842860455,3,4,75
1780,9.029357148632222,4,4,75
1781,14.86041428999025,5,4,75
1782,1.1780195577425374,6,4,75
1783,24.500334150954025,7,4,75
1784,35.40384115385001,8,4,75
1785,13.261024072420042,9,4,75
1786,15.67245388720779,10,4,75
1787,9.173878165669167,11,4,75
1788,24.802948122784507,12,4,75
1789,59.45983615725086,13,4,75
1790,24.119825515640745,14,4,75
1791,33.01920219282015,15,4,75
1792,38.02487651510581,16,4,75
1793,64.81996742769891,17,4,75
1794,172.01795987130976,18,4,75
1795,186.3717868707741,19,4,75
1796,52.38021026372999,20,4,75
1797,36.19117677425288,21,4,75
1798,58.43245227749168,22,4,75
1799,48.945858829603345,23,4,75
1800,51.058281721121745,0,5,76
1801,44.56635248229576,1,5,76
1802,33.50856836245311,2,5,76
1803,20.620027431002836,3,5,76
1804,7.937606589092449,4,5,76
1805,-2.8747429528192874,5,5,76
1806,7.596089067501749,6,5,76
1807,23.648719258332132,7,5,76
1808,5.273276536298387,8,5,76
1809,29.812881417418673,9,5,76
1810,25.526631466913003,10,5,76
1811,31.864136828678138,11,5,76
1812,63.0783401088699,12,5,76
1813,80.10402946716239,13,5,76
1814,71.70106389665723,14,5,76
1815,54.48771805651285,15,5,76
1816,21.865916642059123,16,5,76
1817,17.92636457409284,17,5,76
1818,23.7607341646887,18,5,76
1819,10.843266592489064,19,5,76
1820,16.595807281347522,20,5,76
1821,23.985920953273354,21,5,76
1822,23.91231307006933,22,5,76
1823,-0.0517013476514947,23,5,76
1824,17.075008289767588,0,6,77
1825,22.427614028676597,1,6,77
1826,13.106216930717205,2,6,77
1827,27.415152673617673,3,6,77
1828,29.585092328001167,4,6,77
1829,35.429825873244454,5,6,77
1830,52.75779361416939,6,6,77
1831,64.67628522661741,7,6,77
1832,85.46568224221876,8,6,77
1833,90.58443071881395,9,6,77
1834,72.80105645183632,10,6,77
1835,73.60380846314254,11,6,77
1836,54.90813879150501,12,6,77
1837,59.654227419730354,13,6,77
1838,58.51300586259967,14,6,77
1839,54.55153555700556,15,6,77
1840,56.837932924071715,16,6,77
1841,28.849086128352884,17,6,77
1842,26.66715523393445,18,6,77
1843,35.103954265275945,19,6,77
1844,41.150230571004386,20,6,77
1845,24.127449235475012,21,6,77
1846,47.507082161536765,22,6,77
1847,28.79777449822078,23,6,77
1848,39.58416225343735,0,0,78
1849,41.52603081400063,1,0,78
1850,31.528780671925755,2,0,78
1851,49.48427052615596,3,0,78
1852,39.18510986453247,4,0,78
1853,57.150234144104445,5,0,78
1854,-15.39370649220309,6,0,78
1855,80.48627515474342,7,0,78
1856,113.18986582159735,8,0,78
1857,106.89868776483719,9,0,78
1858,103.41451961910501,10,0,78
1859,99.13205901849906,11,0,78
1860,94.80609532942677,12,0,78
1861,110.69427953180066,13,0,78
1862,118.71372781209774,14,0,78
1863,76.43195314558587,15,0,78
1864,107.04844872681943,16,0,78
1865,77.58226321031891,17,0,78
1866,110.40341441576,18,0,78
1867,130.71455353156048,19,0,78
1868,91.18384010036063,20,0,78
1869,74.35599152520483,21,0,78
1870,47.6111067711082,22,0,78
1871,37.95496171290648,23,0,78
1872,27.57414384810485,0,1,79
1873,35.83613962625076,1,1,79
1874,46.092232455779246,2,1,79
1875,58.177246727588965,3,1,79
1876,53.93444514914034,4,1,79
1877,57.83281854956555,5,1,79
1878,42.84993599937617,6,1,79
1879,38.52819689861371,7,1,79
1880,65.65530344750188,8,1,79
1881,102.53283832919846,9,1,79
1882,70.28918331558563,10,1,79
1883,56.44798563342815,11,1,79
1884,59.545272706856785,12,1,79
1885,69.12061322762928,13,1,79
1886,52.876956751866246,14,1,79
1887,62.910323434637256,15,1,79
1888,58.71039248593725,16,1,79
1889,68.95743662942742,17,1,79
1890,90.49047456667704,18,1,79
1891,87.69424201460062,19,1,79
1892,71.76979731472805,20,1,79
1893,65.2891156780739,21,1,79
1894,59.43203199508154,22,1,79
1895,43.76168676602658,23,1,79
1896,31.913512206946898,0,2,80
1897,47.91565643050805,1,2,80
1898,48.228055766313275,2,2,80
1899,43.57247802887895,3,2,80
1900,53.72858178615894,4,2,80
1901,56.08896310100753,5,2,80
1902,83.91407687675238,6,2,80
1903,100.34422731027004,7,2,80
1904,102.63331468541415,8,2,80
1905,111.68340347323469,9,2,80
1906,71.19402293123922,10,2,80
1907,47.278209490721004,11,2,80
1908,29.268620562633213,12,2,80
1909,39.71924256426826,13,2,80
1910,77.697042345854,14,2,80
1911,118.08020939626313,15,2,80
1912,131.2173018020478,16,2,80
1913,150.45293830348413,17,2,80
1914,107.07592574546484,18,2,80
1915,88.2022176979571,19,2,80
1916,64.41534633425178,20,2,80
1917,49.159036213486864,21,2,80
1918,45.43485689292571,22,2,80
1919,32.598546318895764,23,2,80
1920,4.915092864869327,0,3,81
1921,17.721197785304653,1,3,81
1922,8.839629133385944,2,3,81
1923,15.284204827154928,3,3,81
1924,42.08430650870515,4,3,81
1925,37.305637605816266,5,3,81
1926,8.955586226886089,6,3,81
1927,13.811291683019396,7,3,81
1928,45.188055889935924,8,3,81
1929,91.30353719772464,9,3,81
1930,61.25246964127136,10,3,81
1931,69.30483399190527,11,3,81
1932,62.417777611779016,12,3,81
1933,64.01855263390586,13,3,81
1934,115.68927123958893,14,3,81
1935,78.58972731968764,15,3,81
1936,87.67265675314458,16,3,81
1937,107.85140724908693,17,3,81
1938,139.42714642385147,18,3,81
1939,129.98693343973244,19,3,81
1940,121.48308474486389,20,3,81
1941,98.43909388941384,21,3,81
1942,91.78578790046606,22,3,81
1943,66.42657997477492,23,3,81
1944,56.747709115604664,0,4,82
1945,46.552985253729,1,4,82
1946,45.381531875778435,2,4,82
1947,43.73774960559363,3,4,82
1948,-0.6352975294765884,4,4,82
1949,64.23814479387475,5,4,82
1950,48.116744106284635,6,4,82
1951,80.29873507323342,7,4,82
1952,68.38619603960655,8,4,82
1953,58.88839583978976,9,4,82
1954,47.206922621097526,10,4,82
1955,74.17869654230272,11,4,82
1956,34.83216284375024,12,4,82
1957,103.83640960039686,13,4,82
1958,118.08739740281293,14,4,82
1959,113.50257268775952,15,4,82
1960,113.00628534351249,16,4,82
1961,164.20176453253887,17,4,82
1962,143.92780991077444,18,4,82
1963,181.92389583066196,19,4,82
1964,140.11349710143077,20,4,82
1965,122.77775638378584,21,4,82
1966,-0.5483393489733572,22,4,82
1967,76.35418869455887,23,4,82
1968,45.75697544544488,0,5,83
1969,51.160659565633594,1,5,83
1970,49.391743605800826,2,5,83
1971,22.346376966986977,3,5,83
1972,31.677828251790764,4,5,83
1973,39.352603984389624,5,5,83
1974,47.53501476602092,6,5,83
1975,50.124090865452054,7,5,83
1976,74.68151344536177,8,5,83
1977,92.39731499922468,9,5,83
1978,71.62678116139793,10,5,83
1979,73.36869848443101,11,5,83
1980,57.49112623490524,12,5,83
1981,36.920588719374344,13,5,83
1982,29.73837110091939,14,5,83
1983,47.88637869828317,15,5,83
1984,69.47082384230778,16,5,83
1985,87.70587825667786,17,5,83
1986,194.0184813129559,18,5,83
1987,152.2801361913043,19,5,83
1988,84.8867976086291,20,5,83
1989,83.51667515650722,21,5,83
1990,86.26716809820363,22,5,83
1991,76.13687401397723,23,5,83
1992,66.55742959386602,0,6,84
1993,63.650424970283396,1,6,84
1994,57.12522974030256,2,6,84
1995,62.01883690008894,3,6,84
1996,62.32098306720168,4,6,84
1997,58.43186796975912,5,6,84
1998,65.38630328613068,6,6,84
1999,62.627669461612385,7,6,84
2000,56.67324486263703,8,6,84
2001,57.54987300246862,9,6,84
2002,42.97173109187025,10,6,84
2003,38.853463563674964,11,6,84
2004,12.373790985676157,12,6,84
2005,23.921159590032953,13,6,84
2006,29.250667264825676,14,6,84
2007,20.261847973610266,15,6,84
2008,39.39680005971594,16,6,84
2009,67.0891309280922,17,6,84
2010,181.24115710467188,18,6,84
2011,28.231587649418707,19,6,84
2012,18.316352808208915,20,6,84
2013,7.785975969634079,21,6,84
2014,27.951505722496726,22,6,84
2015,23.91724379713224,23,6,84
2016,21.692451183146137,0,0,85
2017,1.737943108922437,1,0,85
2018,12.97125863833575,2,0,85
2019,4.440665136754609,3,0,85
2020,10.695325830420437,4,0,85
2021,20.967141038548437,5,0,85
2022,50.47737304079103,6,0,85
2023,37.27680714207277,7,0,85
2024,-12.88644861813998,8,0,85
2025,3.6714350122354587,9,0,85
2026,48.84401045248518,10,0,85
2027,72.99547342171726,11,0,85
2028,78.51326802977098,12,0,85
2029,70.58064635210559,13,0,85
2030,85.4907612447311,14,0,85
2031,63.4815741906244,15,0,85
2032,78.51786283876335,16,0,85
2033,159.34245097266435,17,0,85
2034,131.53639569553158,18,0,85
2035,186.95296908984275,19,0,85
2036,168.1791445549336,20,0,85
2037,132.57373992282578,21,0,85
2038,112.81461169061254,22,0,85
2039,59.50036895887108,23,0,85
2040,37.14160924017139,0,1,86
2041,30.749527113339152,1,1,86
2042,24.317985888461305,2,1,86
2043,27.597137444339367,3,1,86
2044,22.821731744233528,4,1,86
2045,43.41789424698595,5,1,86
2046,53.23555202861137,6,1,86
2047,62.97604600091897,7,1,86
2048,63.410414412981744,8,1,86
2049,70.88978380423036,9,1,86
2050,84.55406815482392,10,1,86
2051,62.93074218759109,11,1,86
2052,53.16900566761997,12,1,86
2053,51.95549011970827,13,1,86
2054,28.133455979466788,14,1,86
2055,18.555921057508503,15,1,86
2056,18.51720286384959,16,1,86
2057,50.73551947792619,17,1,86
2058,66.79823382112724,18,1,86
2059,72.73568399812044,19,1,86
2060,88.40316792982254,20,1,86
2061,77.73280131517303,21,1,86
2062,77.9650432775513,22,1,86
2063,60.517460291963886,23,1,86
2064,48.81936016818402,0,2,87
2065,38.07459411236549,1,2,87
2066,-0.3487159882914561,2,2,87
2067,13.863153059176438,3,2,87
2068,33.867608806980805,4,2,87
2069,51.964304307317626,5,2,87
2070,76.53979758559518,6,2,87
2071,108.2664913908694,7,2,87
2072,113.84594134332069,8,2,87
2073,116.56382860784139,9,2,87
2074,93.67252523102749,10,2,87
2075,80.54361439626838,11,2,87
2076,92.85533082225024,12,2,87
2077,116.74658117381274,13,2,87
2078,105.64980824026831,14,2,87
2079,90.28341565686547,15,2,87
2080,93.11594773013312,16,2,87
2081,116.14577401745547,17,2,87
2082,84.49990289942788,18,2,87
2083,27.9079972820083,19,2,87
2084,22.196855419476634,20,2,87
2085,3.9660149853540894,21,2,87
2086,4.058915107233017,22,2,87
2087,8.994383505019568,23,2,87
2088,7.08346989839139,0,3,88
2089,26.885275114822512,1,3,88
2090,29.568183899767934,2,3,88
2091,33.4979596921477,3,3,88
2092,43.59502584969088,4,3,88
2093,36.0919455360731,5,3,88
2094,61.263373122618454,6,3,88
2095,69.83054639348346,7,3,88
2096,89.20665806564242,8,3,88
2097,68.9023393543047,9,3,88
2098,36.74355745014709,10,3,88
2099,55.37283135468351,11,3,88
2100,66.28526228020968,12,3,88
2101,51.687192196465986,13,3,88
2102,37.15687659498775,14,3,88
2103,63.16342902784782,15,3,88
2104,44.41227384358572,16,3,88
2105,93.24905822348924,17,3,88
2106,76.96656708709857,18,3,88
2107,91.67069917560163,19,3,88
2108,77.27750459978114,20,3,88
2109,84.0670024173249,21,3,88
2110,65.55743044081123,22,3,88
2111,51.08594822828351,23,3,88
2112,40.113444405967314,0,4,89
2113,26.801170347068922,1,4,89
2114,33.52312377823217,2,4,89
2115,28.959222835915664,3,4,89
2116,30.37455249529025,4,4,89
2117,24.767092037698006,5,4,89
2118,-4.466851139894857,6,4,89
2119,2.065519937338524,7,4,89
2120,59.6765864883442,8,4,89
2121,80.34981462381108,9,4,89
2122,75.84902339532022,10,4,89
2123,67.06806372410617,11,4,89
2124,69.76203066490001,12,4,89
2125,83.40476342354388,13,4,89
2126,57.59321939971151,14,4,89
2127,80.0066064634813,15,4,89
2128,98.32708586720639,16,4,89
2129,123.83761084405634,17,4,89
2130,138.06246727884073,18,4,89
2131,127.00073741760964,19,4,89
2132,127.18306365794072,20,4,89
2133,122.86225449991518,21,4,89
2134,99.1891486074839,22,4,89
2135,68.06339595664565,23,4,89
2136,44.070820931840835,0,5,90
2137,-13.591001392504776,1,5,90
2138,36.148937942765265,2,5,90
2139,23.24554066167629,3,5,90
2140,28.08972884677279,4,5,90
2141,34.283446107380634,5,5,90
2142,44.752454388259295,6,5,90
2143,56.83206066063328,7,5,90
2144,58.714671198108114,8,5,90
2145,87.56731862743594,9,5,90
2146,54.032373816878284,10,5,90
2147,39.62624676130098,11,5,90
2148,42.06381863927686,12,5,90
2149,18.892103132445865,13,5,90
2150,22.12975107967835,14,5,90
2151,54.48639675468703,15,5,90
2152,59.35747907934654,16,5,90
2153,72.47976944943694,17,5,90
2154,51.66033292525414,18,5,90
2155,41.22277531837235,19,5,90
2156,35.93007591242147,20,5,90
2157,32.296559620867946,21,5,90
2158,54.09810487243755,22,5,90
2159,51.49392838338573,23,5,90
2160,28.102725469278678,0,6,91
2161,29.320567105046504,1,6,91
2162,31.58787156379225,2,6,91
2163,40.88978288674893,3,6,91
2164,-5.43277394526555,4,6,91
2165,51.95167966279816,5,6,91
2166,50.43548549923231,6,6,91
2167,39.98392254383412,7,6,91
2168,42.783106574827784,8,6,91
2169,55.748058096717735,9,6,91
2170,70.88342119887248,10,6,91
2171,65.15549034540439,11,6,91
2172,60.87359085345039,12,6,91
2173,65.63865848151545,13,6,91
2174,50.272554883917564,14,6,91
2175,84.91008213335883,15,6,91
2176,58.79105480803302,16,6,91
2177,71.0389568070946,17,6,91
2178,119.32574237383689,18,6,91
2179,109.30785634553182,19,6,91
2180,92.98852104728746,20,6,91
2181,76.23066597255428,21,6,91
2182,65.15934602184817,22,6,91
2183,69.50215823373088,23,6,91
2184,29.541676111258262,0,0,92
2185,42.33869255429036,1,0,92
2186,25.75316072625437,2,0,92
2187,24.358920185380097,3,0,92
2188,23.793180035140097,4,0,92
2189,35.863968627745265,5,0,92
2190,23.57715738627626,6,0,92
2191,39.17757019603134,7,0,92
2192,79.98978740279676,8,0,92
2193,57.01828339097758,9,0,92
2194,58.94931312973482,10,0,92
2195,46.21372707049319,11,0,92
2196,56.65497489344154,12,0,92
2197,59.847797587518876,13,0,92
2198,48.61341075760287,14,0,92
2199,57.84171385981914,15,0,92
2200,93.82510675662022,16,0,92
2201,97.49021780865563,17,0,92
2202,191.65968271965903,18,0,92
2203,80.4830584642269,19,0,92
2204,55.808180336993715,20,0,92
2205,61.76189891485476,21,0,92
2206,80.67282031097565,22,0,92
2207,67.39000408542918,23,0,92
2208,46.2612152006176,0,1,93
2209,41.42320270523505,1,1,93
2210,26.49512388451258,2,1,93
2211,32.29468334249226,3,1,93
2212,43.149734604580445,4,1,93
2213,43.953121548452955,5,1,93
2214,46.5454336583549,6,1,93
2215,59.15310366457834,7,1,93
2216,57.39345056094281,8,1,93
2217,59.67954120369493,9,1,93
2218,93.1455442848993,10,1,93
2219,80.60213726178662,11,1,93
2220,73.80727072375826,12,1,93
2221,63.58301353086831,13,1,93
2222,74.97060902217967,14,1,93
2223,68.82072644916353,15,1,93
2224,60.740738453787095,16,1,93
2225,95.67249067315618,17,1,93
2226,129.8537384210926,18,1,93
2227,105.6235081328441,19,1,93
2228,58.250127262171,20,1,93
2229,73.05360473523584,21,1,93
2230,54.717792845046155,22,1,93
2231,55.16791178777784,23,1,93
2232,21.895489608600602,0,2,94
2233,30.4771881834388,1,2,94
2234,18.295362387720775,2,2,94
2235,26.38353345214183,3,2,94
2236,29.727720554345968,4,2,94
2237,-19.560929962459586,5,2,94
2238,28.095896768568178,6,2,94
2239,47.113679498646576,7,2,94
2240,55.236669503724954,8,2,94
2241,69.1690421554799,9,2,94
2242,98.79339524321038,10,2,94
2243,64.09794416810347,11,2,94
2244,91.9071206436592,12,2,94
2245,92.37690328076071,13,2,94
2246,71.4543232996341,14,2,94
2247,46.965447823413726,15,2,94
2248,49.0293532984092,16,2,94
2249,76.49821622355981,17,2,94
2250,155.26464291279726,18,2,94
2251,107.63110443400672,19,2,94
2252,67.74608436679588,20,2,94
2253,62.60262615707092,21,2,94
2254,37.51787947336511,22,2,94
2255,37.79920909005287,23,2,94
2256,38.91868787573333,0,3,95
2257,31.819615593771534,1,3,95
2258,7.660114964190418,2,3,95
2259,12.884080305671823,3,3,95
2260,21.074639924204988,4,3,95
2261,31.201614441500922,5,3,95
2262,55.49028428307963,6,3,95
2263,47.71483277479368,7,3,95
2264,65.43058825783955,8,3,95
2265,88.88952442455762,9,3,95
2266,51.85213338846136,10,3,95
2267,56.16982374714716,11,3,95
2268,50.04506821406862,12,3,95
2269,52.30226523713706,13,3,95
2270,58.90331192493636,14,3,95
2271,50.37320262670292,15,3,95
2272,43.582285816912396,16,3,95
2273,53.674045730937586,17,3,95
2274,37.901145170065476,18,3,95
2275,20.264512091972865,19,3,95
2276,39.588790640047556,20,3,95
2277,20.653633939321033,21,3,95
2278,35.67742237758711,22,3,95
2279,37.81524042859171,23,3,95
2280,13.03724354588699,0,4,96
2281,9.163476675302018,1,4,96
2282,21.857689315885548,2,4,96
2283,15.056286207381945,3,4,96
2284,14.84546901960682,4,4,96
2285,25.640852867531542,5,4,96
2286,43.88812079196261,6,4,96
2287,48.60714974656883,7,4,96
2288,44.83639709919218,8,4,96
2289,74.61898180230818,9,4,96
2290,99.24067901372688,10,4,96
2291,105.17207083684647,11,4,96
2292,102.59364048924623,12,4,96
2293,86.21318626810958,13,4,96
2294,67.45483153990398,14,4,96
2295,74.13614426957896,15,4,96
2296,84.27304708228071,16,4,96
2297,119.87541208168858,17,4,96
2298,135.59140541052832,18,4,96
2299,195.91513710048864,19,4,96
2300,102.94900614955122,20,4,96
2301,72.84414963723096,21,4,96
2302,59.368330635827036,22,4,96
2303,51.36440946845146,23,4,96
2304,49.91549087437893,0,5,97
2305,67.70837507193954,1,5,97
2306,61.079598570099,2,5,97
2307,54.61092082965818,3,5,97
2308,59.157857349516114,4,5,97
2309,71.80688115351938,5,5,97
2310,76.7629789605824,6,5,97
2311,107.29852987807799,7,5,97
2312,111.60185459077445,8,5,97
2313,114.95298122945833,9,5,97
2314,110.95267527856048,10,5,97
2315,103.39407084187116,11,5,97
2316,109.99038249359161,12,5,97
2317,96.13888620926228,13,5,97
2318,80.298131378944,14,5,97
2319,59.467284579358676,15,5,97
2320,68.7349264162596,16,5,97
2321,88.62028898420049,17,5,97
2322,99.60631495557578,18,5,97
2323,120.75262002896815,19,5,97
2324,104.03480066446883,20,5,97
2325,99.68314697190175,21,5,97
2326,70.14224858956578,22,5,97
2327,-9.886685138312437,23,5,97
2328,43.20249908612069,0,6,98
2329,44.86214841561033,1,6,98
2330,36.858826633234635,2,6,98
2331,34.81868552706384,3,6,98
2332,24.846661749218843,4,6,98
2333,26.49047469092805,5,6,98
2334,43.33015136594436,6,6,98
2335,58.055318295468105,7,6,98
2336,69.41683440703258,8,6,98
2337,70.78968159477164,9,6,98
2338,65.65380234740633,10,6,98
2339,51.918448246334016,11,6,98
2340,63.02497166272133,12,6,98
2341,69.80895015741636,13,6,98
2342,73.2898564736982,14,6,98
2343,61.65393841147733,15,6,98
2344,32.072496580695976,16,6,98
2345,154.0640261660347,17,6,98
2346,55.27380342071793,18,6,98
2347,40.0262709637517,19,6,98
2348,51.82454463450735,20,6,98
2349,43.04614280981814,21,6,98
2350,-15.867758386380483,22,6,98
2351,51.14192677192642,23,6,98
2352,51.44284702695488,0,0,99
2353,32.999898380594864,1,0,99
2354,40.5797847747344,2,0,99
2355,41.38823043193725,3,0,99
2356,40.13255862457138,4,0,99
2357,47.31623787651757,5,0,99
2358,-2.9072758636269036,6,0,99
2359,47.87378819109971,7,0,99
2360,36.908039159687114,8,0,99
2361,18.918438271245776,9,0,99
2362,-0.7402435949416203,10,0,99
2363,26.193608959510623,11,0,99
2364,21.777679908702954,12,0,99
2365,54.96667474414905,13,0,99
2366,46.31097555503768,14,0,99
2367,19.77381146847483,15,0,99
2368,8.158116683162959,16,0,99
2369,43.45298582521323,17,0,99
2370,48.424254585313996,18,0,99
2371,39.95350081622195,19,0,99
2372,45.18701988814853,20,0,99
2373,53.971212459293696,21,0,99
2374,68.75597681616051,22,0,99
2375,73.35307725359651,23,0,99
2376,49.674309382997876,0,1,100
2377,31.977343801588162,1,1,100
2378,26.153328747694697,2,1,100
2379,29.117608758440255,3,1,100
2380,23.316195472029435,4,1,100
2381,18.89468623755942,5,1,100
2382,31.22818667439,6,1,100
2383,39.040462829598994,7,1,100
2384,46.46230819962122,8,1,100
2385,37.82645084038624,9,1,100
2386,36.29998531686948,10,1,100
2387,23.6386408862402,11,1,100
2388,44.56319589463882,12,1,100
2389,66.53980008359923,13,1,100
2390,33.99622467675261,14,1,100
2391,22.304535375368733,15,1,100
2392,3.785985511311375,16,1,100
2393,152.57501497327334,17,1,100
2394,11.910662705021936,18,1,100
2395,182.03194606600613,19,1,100
2396,-13.586827215128963,20,1,100
2397,-18.390260397016434,21,1,100
2398,-1.972660448118555,22,1,100
2399,6.812206685678585,23,1,100
2400,2.8356224987835357,0,2,101
2401,8.974803660905662,1,2,101
2402,7.113455004987446,2,2,101
2403,8.473219971798773,3,2,101
2404,28.297673186174062,4,2,101
2405,48.35553599138423,5,2,101
2406,40.339138395793,6,2,101
2407,61.54343800980759,7,2,101
2408,80.56033679742762,8,2,101
2409,61.293350045068465,9,2,101
2410,72.97516763332014,10,2,101
2411,92.81112532704643,11,2,101
2412,71.89810624184413,12,2,101
