hour,price_gbp_per_mwh,hour_of_day,day_of_week,day_of_year
1148,60.06,20,5,47
1149,46.45,21,5,47
1150,30.83,22,5,47
1151,46.13,23,5,47
1152,37.07,0,6,48
1153,49.98,1,6,48
1154,49.82,2,6,48
1155,57.93,3,6,48
1156,55.9,4,6,48
1157,60.26,5,6,48
1158,49.29,6,6,48
1159,184.18,7,6,48
1160,76.39,8,6,48
1161,57.62,9,6,48
1162,79.43,10,6,48
1163,61.84,11,6,48
1164,59.83,12,6,48
1165,68.6,13,6,48
1166,70.76,14,6,48
1167,70.42,15,6,48
1168,172.95,16,6,48
1169,61.23,17,6,48
1170,49.16,18,6,48
1171,39.63,19,6,48
1172,41.21,20,6,48
1173,40.15,21,6,48
1174,48.42,22,6,48
1175,52.27,23,6,48
1176,41.72,0,0,49
1177,56.73,1,0,49
1178,45.7,2,0,49
1179,62.05,3,0,49
1180,54.52,4,0,49
1181,53.99,5,0,49
1182,71.9,6,0,49
1183,63.91,7,0,49
1184,68.98,8,0,49
1185,56.23,9,0,49
1186,83.47,10,0,49
1187,83.66,11,0,49
1188,77.55,12,0,49
1189,64.87,13,0,49
1190,85.57,14,0,49
1191,68.66,15,0,49
1192,67.88,16,0,49
1193,87.11,17,0,49
1194,59.87,18,0,49
1195,68.34,19,0,49
1196,64.0,20,0,49
1197,60.14,21,0,49
1198,57.37,22,0,49
1199,56.92,23,0,49
1200,55.53,0,1,50
1201,133.35,1,1,50
1202,37.06,2,1,50
1203,46.37,3,1,50
1204,67.53,4,1,50
1205,68.83,5,1,50
1206,70.95,6,1,50
1207,77.4,7,1,50
1208,70.62,8,1,50
1209,58.89,9,1,50
1210,75.17,10,1,50
1211,69.02,11,1,50
1212,71.5,12,1,50
1213,67.01,13,1,50
1214,71.93,14,1,50
1215,69.07,15,1,50
1216,52.34,16,1,50
1217,74.07,17,1,50
1218,83.12,18,1,50
1219,67.1,19,1,50
1220,57.74,20,1,50
1221,56.44,21,1,50
1222,51.6,22,1,50
1223,54.49,23,1,50
1224,52.91,0,2,51
1225,46.89,1,2,51
1226,68.28,2,2,51
1227,44.83,3,2,51
1228,64.96,4,2,51
1229,61.3,5,2,51
1230,80.42,6,2,51
1231,71.04,7,2,51
1232,68.33,8,2,51
1233,71.71,9,2,51
1234,75.92,10,2,51
1235,67.66,11,2,51
1236,71.08,12,2,51
1237,62.52,13,2,51
1238,68.22,14,2,51
1239,74.45,15,2,51
1240,73.61,16,2,51
1241,52.48,17,2,51
1242,64.11,18,2,51
1243,66.61,19,2,51
1244,57.91,20,2,51
1245,51.66,21,2,51
1246,51.52,22,2,51
1247,49.29,23,2,51
1248,47.97,0,3,52
1249,54.86,1,3,52
1250,73.13,2,3,52
1251,50.62,3,3,52
1252,56.51,4,3,52
1253,61.54,5,3,52
1254,59.56,6,3,52
1255,76.95,7,3,52
1256,52.09,8,3,52
1257,69.3,9,3,52
1258,82.0,10,3,52
1259,74.3,11,3,52
1260,70.49,12,3,52
1261,80.18,13,3,52
1262,82.7,14,3,52
1263,75.23,15,3,52
1264,24.65,16,3,52
1265,71.81,17,3,52
1266,61.84,18,3,52
1267,67.91,19,3,52
1268,70.92,20,3,52
1269,35.73,21,3,52
1270,55.56,22,3,52
1271,39.58,23,3,52
1272,72.44,0,4,53
1273,49.57,1,4,53
1274,60.48,2,4,53
1275,56.14,3,4,53
1276,52.48,4,4,53
1277,54.42,5,4,53
1278,77.59,6,4,53
1279,75.66,7,4,53
1280,86.45,8,4,53
1281,73.83,9,4,53
1282,77.6,10,4,53
1283,194.36,11,4,53
1284,74.61,12,4,53
1285,68.16,13,4,53
1286,75.97,14,4,53
1287,67.07,15,4,53
1288,74.44,16,4,53
1289,69.37,17,4,53
1290,67.21,18,4,53
1291,75.2,19,4,53
1292,58.6,20,4,53
1293,62.47,21,4,53
1294,70.92,22,4,53
1295,63.77,23,4,53
1296,50.97,0,5,54
1297,39.7,1,5,54
1298,45.19,2,5,54
1299,34.71,3,5,54
1300,51.74,4,5,54
1301,52.83,5,5,54
1302,53.93,6,5,54
1303,65.07,7,5,54
1304,50.08,8,5,54
1305,75.31,9,5,54
1306,71.35,10,5,54
1307,64.77,11,5,54
1308,64.55,12,5,54
1309,69.18,13,5,54
1310,76.3,14,5,54
1311,63.04,15,5,54
1312,60.9,16,5,54
1313,57.0,17,5,54
1314,68.0,18,5,54
1315,47.69,19,5,54
1316,47.51,20,5,54
1317,56.97,21,5,54
1318,44.53,22,5,54
1319,51.25,23,5,54
1320,34.29,0,6,55
1321,40.35,1,6,55
1322,55.07,2,6,55
1323,39.69,3,6,55
1324,46.37,4,6,55
1325,52.53,5,6,55
1326,45.67,6,6,55
1327,53.38,7,6,55
1328,60.48,8,6,55
1329,62.44,9,6,55
1330,74.22,10,6,55
1331,77.51,11,6,55
1332,58.73,12,6,55
1333,66.06,13,6,55
1334,69.37,14,6,55
1335,74.2,15,6,55
1336,65.33,16,6,55
1337,59.02,17,6,55
1338,58.91,18,6,55
1339,55.87,19,6,55
1340,40.16,20,6,55
1341,46.64,21,6,55
1342,54.86,22,6,55
1343,40.33,23,6,55
1344,53.45,0,0,56
1345,50.89,1,0,56
1346,35.51,2,0,56
1347,56.1,3,0,56
1348,60.83,4,0,56
1349,57.21,5,0,56
1350,55.18,6,0,56
1351,60.48,7,0,56
1352,76.53,8,0,56
1353,88.68,9,0,56
1354,85.87,10,0,56
1355,65.25,11,0,56
1356,83.25,12,0,56
1357,70.7,13,0,56
1358,70.15,14,0,56
1359,69.21,15,0,56
1360,76.07,16,0,56
1361,75.2,17,0,56
1362,63.63,18,0,56
1363,60.66,19,0,56
1364,62.13,20,0,56
1365,60.48,21,0,56
1366,63.43,22,0,56
1367,42.55,23,0,56
1368,52.41,0,1,57
1369,44.11,1,1,57
1370,53.45,2,1,57
1371,53.95,3,1,57
1372,57.87,4,1,57
1373,54.74,5,1,57
1374,52.35,6,1,57
1375,50.6,7,1,57
1376,69.2,8,1,57
1377,69.28,9,1,57
1378,69.23,10,1,57
1379,86.42,11,1,57
1380,69.37,12,1,57
1381,87.17,13,1,57
1382,87.63,14,1,57
1383,57.13,15,1,57
1384,70.99,16,1,57
1385,64.16,17,1,57
1386,40.95,18,1,57
1387,49.58,19,1,57
1388,64.45,20,1,57
1389,71.92,21,1,57
1390,61.08,22,1,57
1391,55.25,23,1,57
1392,51.9,0,2,58
1393,65.95,1,2,58
1394,70.87,2,2,58
1395,50.89,3,2,58
1396,42.08,4,2,58
1397,44.18,5,2,58
1398,74.65,6,2,58
1399,66.8,7,2,58
1400,71.54,8,2,58
1401,58.23,9,2,58
1402,68.44,10,2,58
1403,73.3,11,2,58
1404,77.74,12,2,58
1405,72.48,13,2,58
1406,66.17,14,2,58
1407,66.28,15,2,58
1408,79.74,16,2,58
1409,69.14,17,2,58
1410,68.97,18,2,58
1411,53.78,19,2,58
1412,34.44,20,2,58
1413,51.4,21,2,58
1414,46.75,22,2,58
1415,55.28,23,2,58
1416,78.18,0,3,59
1417,57.87,1,3,59
1418,75.39,2,3,59
1419,59.96,3,3,59
1420,52.86,4,3,59
1421,63.58,5,3,59
1422,78.14,6,3,59
1423,81.64,7,3,59
1424,65.3,8,3,59
1425,74.41,9,3,59
1426,32.86,10,3,59
1427,82.09,11,3,59
1428,88.33,12,3,59
1429,75.81,13,3,59
1430,68.95,14,3,59
1431,75.27,15,3,59
1432,73.24,16,3,59
1433,67.65,17,3,59
1434,65.33,18,3,59
1435,29.4,19,3,59
1436,65.87,20,3,59
1437,61.3,21,3,59
1438,45.64,22,3,59
1439,44.22,23,3,59
1440,49.69,0,4,60
1441,58.02,1,4,60
1442,54.51,2,4,60
1443,50.09,3,4,60
1444,59.81,4,4,60
1445,57.97,5,4,60
1446,70.76,6,4,60
1447,69.49,7,4,60
1448,67.2,8,4,60
1449,74.06,9,4,60
1450,84.63,10,4,60
1451,70.75,11,4,60
1452,78.94,12,4,60
1453,74.75,13,4,60
1454,77.53,14,4,60
1455,66.97,15,4,60
1456,70.6,16,4,60
1457,75.69,17,4,60
1458,56.22,18,4,60
1459,49.98,19,4,60
1460,47.39,20,4,60
1461,45.87,21,4,60
1462,58.09,22,4,60
1463,40.88,23,4,60
1464,38.15,0,5,61
1465,45.89,1,5,61
1466,45.48,2,5,61
1467,40.97,3,5,61
1468,48.07,4,5,61
1469,50.29,5,5,61
1470,50.74,6,5,61
1471,53.96,7,5,61
1472,76.42,8,5,61
1473,67.5,9,5,61
1474,82.78,10,5,61
1475,60.15,11,5,61
1476,63.86,12,5,61
1477,53.47,13,5,61
1478,56.45,14,5,61
1479,76.24,15,5,61
1480,54.36,16,5,61
1481,71.0,17,5,61
1482,42.59,18,5,61
1483,11.0,19,5,61
1484,43.81,20,5,61
1485,43.54,21,5,61
1486,49.53,22,5,61
1487,44.55,23,5,61
1488,37.02,0,6,62
1489,39.69,1,6,62
1490,39.41,2,6,62
1491,36.55,3,6,62
1492,39.25,4,6,62
1493,57.47,5,6,62
1494,37.73,6,6,62
1495,68.4,7,6,62
1496,55.61,8,6,62
1497,54.66,9,6,62
1498,68.66,10,6,62
1499,75.83,11,6,62
1500,73.29,12,6,62
1501,67.96,13,6,62
1502,131.44,14,6,62
1503,47.11,15,6,62
1504,54.18,16,6,62
1505,48.17,17,6,62
1506,62.15,18,6,62
1507,46.18,19,6,62
1508,53.12,20,6,62
1509,48.15,21,6,62
1510,35.06,22,6,62
1511,36.07,23,6,62
1512,61.51,0,0,63
1513,165.37,1,0,63
1514,53.77,2,0,63
1515,18.42,3,0,63
1516,54.65,4,0,63
1517,59.69,5,0,63
1518,56.9,6,0,63
1519,58.59,7,0,63
1520,71.45,8,0,63
1521,64.89,9,0,63
1522,67.07,10,0,63
1523,67.24,11,0,63
1524,74.54,12,0,63
1525,82.3,13,0,63
1526,85.61,14,0,63
1527,65.84,15,0,63
1528,86.37,16,0,63
1529,58.23,17,0,63
1530,71.83,18,0,63
1531,54.28,19,0,63
1532,50.2,20,0,63
1533,48.72,21,0,63
1534,52.35,22,0,63
1535,56.21,23,0,63
1536,56.33,0,1,64
1537,43.83,1,1,64
1538,44.66,2,1,64
1539,47.15,3,1,64
1540,56.08,4,1,64
1541,58.19,5,1,64
1542,55.37,6,1,64
1543,68.24,7,1,64
1544,87.07,8,1,64
1545,67.42,9,1,64
1546,69.9,10,1,64
1547,79.04,11,1,64
1548,70.5,12,1,64
1549,79.92,13,1,64
1550,67.62,14,1,64
1551,86.12,15,1,64
1552,71.73,16,1,64
1553,61.12,17,1,64
1554,58.26,18,1,64
1555,55.76,19,1,64
1556,67.95,20,1,64
1557,44.34,21,1,64
1558,47.24,22,1,64
1559,46.89,23,1,64
1560,50.65,0,2,65
1561,49.02,1,2,65
1562,40.46,2,2,65
1563,51.09,3,2,65
1564,55.98,4,2,65
1565,54.65,5,2,65
1566,68.27,6,2,65
1567,73.24,7,2,65
1568,68.15,8,2,65
1569,73.11,9,2,65
1570,55.88,10,2,65
1571,71.0,11,2,65
1572,82.82,12,2,65
1573,70.98,13,2,65
1574,67.27,14,2,65
1575,89.49,15,2,65
1576,143.33,16,2,65
1577,69.62,17,2,65
1578,71.89,18,2,65
1579,41.87,19,2,65
1580,50.48,20,2,65
1581,50.53,21,2,65
1582,50.5,22,2,65
1583,47.27,23,2,65
1584,30.18,0,3,66
1585,54.08,1,3,66
1586,56.54,2,3,66
1587,66.91,3,3,66
1588,50.27,4,3,66
1589,52.51,5,3,66
1590,41.14,6,3,66
1591,63.34,7,3,66
1592,75.79,8,3,66
1593,66.17,9,3,66
1594,90.12,10,3,66
1595,72.12,11,3,66
1596,75.76,12,3,66
1597,63.27,13,3,66
1598,75.27,14,3,66
1599,55.23,15,3,66
1600,74.13,16,3,66
1601,71.48,17,3,66
1602,73.46,18,3,66
1603,51.32,19,3,66
1604,57.87,20,3,66
1605,58.61,21,3,66
1606,55.73,22,3,66
1607,44.07,23,3,66
1608,31.25,0,4,67
1609,53.57,1,4,67
1610,50.77,2,4,67
1611,49.36,3,4,67
1612,62.49,4,4,67
1613,58.92,5,4,67
1614,51.83,6,4,67
1615,50.04,7,4,67
1616,59.35,8,4,67
1617,90.01,9,4,67
1618,78.56,10,4,67
1619,75.48,11,4,67
1620,72.93,12,4,67
1621,71.99,13,4,67
1622,82.11,14,4,67
1623,66.94,15,4,67
1624,73.0,16,4,67
1625,62.7,17,4,67
1626,77.9,18,4,67
1627,65.21,19,4,67
1628,66.35,20,4,67
1629,49.22,21,4,67
1630,60.45,22,4,67
1631,48.29,23,4,67
1632,40.06,0,5,68
1633,52.67,1,5,68
1634,32.44,2,5,68
1635,44.32,3,5,68
1636,48.68,4,5,68
1637,52.23,5,5,68
1638,47.57,6,5,68
1639,70.97,7,5,68
1640,46.82,8,5,68
1641,71.33,9,5,68
1642,71.29,10,5,68
1643,77.98,11,5,68
1644,50.47,12,5,68
1645,55.82,13,5,68
1646,73.51,14,5,68
1647,44.65,15,5,68
1648,44.33,16,5,68
1649,50.38,17,5,68
1650,52.71,18,5,68
1651,60.81,19,5,68
1652,43.7,20,5,68
1653,37.83,21,5,68
1654,43.28,22,5,68
1655,43.34,23,5,68
1656,42.5,0,6,69
1657,37.96,1,6,69
1658,24.94,2,6,69
1659,35.15,3,6,69
1660,56.33,4,6,69
1661,49.36,5,6,69
1662,48.39,6,6,69
1663,63.02,7,6,69
1664,47.93,8,6,69
1665,57.66,9,6,69
1666,62.47,10,6,69
1667,59.03,11,6,69
1668,63.78,12,6,69
1669,61.06,13,6,69
1670,50.17,14,6,69
1671,60.91,15,6,69
1672,46.35,16,6,69
1673,55.4,17,6,69
1674,61.97,18,6,69
1675,45.62,19,6,69
1676,35.6,20,6,69
1677,41.47,21,6,69
1678,33.92,22,6,69
1679,44.14,23,6,69
1680,48.58,0,0,70
1681,63.85,1,0,70
1682,60.68,2,0,70
1683,52.05,3,0,70
1684,61.49,4,0,70
1685,55.51,5,0,70
1686,62.04,6,0,70
1687,61.98,7,0,70
1688,73.9,8,0,70
1689,81.71,9,0,70
1690,78.55,10,0,70
1691,80.73,11,0,70
1692,81.15,12,0,70
1693,77.77,13,0,70
1694,63.04,14,0,70
1695,83.86,15,0,70
1696,42.2,16,0,70
1697,63.0,17,0,70
1698,58.8,18,0,70
1699,63.56,19,0,70
1700,60.17,20,0,70
1701,51.66,21,0,70
1702,41.37,22,0,70
1703,52.62,23,0,70
1704,53.97,0,1,71
1705,55.77,1,1,71
1706,53.96,2,1,71
1707,50.9,3,1,71
1708,63.51,4,1,71
1709,58.97,5,1,71
1710,57.83,6,1,71
1711,63.21,7,1,71
1712,53.59,8,1,71
1713,68.58,9,1,71
1714,77.45,10,1,71
1715,75.86,11,1,71
1716,85.72,12,1,71
1717,71.04,13,1,71
1718,75.84,14,1,71
1719,76.38,15,1,71
1720,86.3,16,1,71
1721,65.82,17,1,71
1722,53.2,18,1,71
1723,65.23,19,1,71
1724,70.48,20,1,71
1725,50.49,21,1,71
1726,57.89,22,1,71
1727,59.79,23,1,71
1728,57.48,0,2,72
1729,50.75,1,2,72
1730,45.36,2,2,72
1731,52.2,3,2,72
1732,59.01,4,2,72
1733,65.5,5,2,72
1734,64.01,6,2,72
1735,61.41,7,2,72
1736,71.78,8,2,72
1737,76.71,9,2,72
1738,74.77,10,2,72
1739,66.24,11,2,72
1740,71.89,12,2,72
1741,80.51,13,2,72
1742,60.67,14,2,72
1743,173.08,15,2,72
1744,79.4,16,2,72
1745,68.54,17,2,72
1746,126.19,18,2,72
1747,49.62,19,2,72
1748,61.24,20,2,72
1749,55.06,21,2,72
1750,38.27,22,2,72
1751,61.14,23,2,72
1752,110.39,0,3,73
1753,46.36,1,3,73
1754,47.71,2,3,73
1755,36.52,3,3,73
1756,59.87,4,3,73
1757,60.11,5,3,73
1758,59.57,6,3,73
1759,74.46,7,3,73
1760,56.05,8,3,73
1761,64.84,9,3,73
1762,64.72,10,3,73
1763,70.49,11,3,73
1764,73.66,12,3,73
1765,76.16,13,3,73
1766,68.74,14,3,73
1767,62.59,15,3,73
1768,80.61,16,3,73
1769,83.52,17,3,73
1770,62.27,18,3,73
1771,51.96,19,3,73
1772,66.93,20,3,73
1773,41.07,21,3,73
1774,48.05,22,3,73
1775,43.96,23,3,73
1776,39.63,0,4,74
1777,47.07,1,4,74
1778,43.6,2,4,74
1779,52.52,3,4,74
1780,55.12,4,4,74
1781,52.83,5,4,74
1782,57.94,6,4,74
1783,62.17,7,4,74
1784,73.38,8,4,74
1785,68.2,9,4,74
1786,77.9,10,4,74
1787,77.18,11,4,74
1788,77.48,12,4,74
1789,83.6,13,4,74
1790,62.34,14,4,74
1791,65.61,15,4,74
1792,81.01,16,4,74
1793,61.95,17,4,74
1794,38.39,18,4,74
1795,56.18,19,4,74
1796,55.99,20,4,74
1797,31.48,21,4,74
1798,61.19,22,4,74
1799,3.61,23,4,74
1800,40.31,0,5,75
1801,36.29,1,5,75
1802,28.99,2,5,75
1803,32.64,3,5,75
1804,36.2,4,5,75
1805,55.27,5,5,75
1806,48.51,6,5,75
1807,48.62,7,5,75
1808,48.21,8,5,75
1809,67.74,9,5,75
1810,71.79,10,5,75
1811,70.75,11,5,75
1812,65.63,12,5,75
1813,183.6,13,5,75
1814,50.35,14,5,75
1815,56.2,15,5,75
1816,50.21,16,5,75
1817,38.19,17,5,75
1818,58.14,18,5,75
1819,41.01,19,5,75
1820,53.25,20,5,75
1821,48.25,21,5,75
1822,43.75,22,5,75
1823,43.0,23,5,75
1824,32.54,0,6,76
1825,52.73,1,6,76
1826,39.42,2,6,76
1827,43.39,3,6,76
1828,38.27,4,6,76
1829,38.91,5,6,76
1830,53.28,6,6,76
1831,54.31,7,6,76
1832,49.15,8,6,76
1833,46.44,9,6,76
1834,49.7,10,6,76
1835,70.62,11,6,76
1836,56.56,12,6,76
1837,58.34,13,6,76
1838,71.46,14,6,76
1839,48.97,15,6,76
1840,49.65,16,6,76
1841,46.42,17,6,76
1842,62.41,18,6,76
1843,62.3,19,6,76
1844,49.48,20,6,76
1845,47.24,21,6,76
1846,34.43,22,6,76
1847,53.45,23,6,76
1848,50.38,0,0,77
1849,55.47,1,0,77
1850,49.0,2,0,77
1851,49.61,3,0,77
1852,67.54,4,0,77
1853,61.45,5,0,77
1854,71.85,6,0,77
1855,65.39,7,0,77
1856,59.45,8,0,77
1857,64.06,9,0,77
1858,71.45,10,0,77
1859,66.82,11,0,77
1860,63.38,12,0,77
1861,81.44,13,0,77
1862,66.27,14,0,77
1863,69.83,15,0,77
1864,68.61,16,0,77
1865,58.64,17,0,77
1866,71.84,18,0,77
1867,48.19,19,0,77
1868,56.33,20,0,77
1869,53.72,21,0,77
1870,49.41,22,0,77
1871,38.27,23,0,77
1872,54.98,0,1,78
1873,54.37,1,1,78
1874,44.21,2,1,78
1875,57.19,3,1,78
1876,57.01,4,1,78
1877,46.66,5,1,78
1878,53.18,6,1,78
1879,72.22,7,1,78
1880,68.49,8,1,78
1881,63.98,9,1,78
1882,63.53,10,1,78
1883,67.48,11,1,78
1884,68.45,12,1,78
1885,64.83,13,1,78
1886,116.47,14,1,78
1887,77.62,15,1,78
1888,73.78,16,1,78
1889,52.93,17,1,78
1890,61.1,18,1,78
1891,49.69,19,1,78
1892,51.92,20,1,78
1893,48.77,21,1,78
1894,46.2,22,1,78
1895,64.44,23,1,78
1896,44.26,0,2,79
1897,41.72,1,2,79
1898,43.29,2,2,79
1899,59.65,3,2,79
1900,40.56,4,2,79
1901,170.57,5,2,79
1902,71.36,6,2,79
1903,64.84,7,2,79
1904,67.32,8,2,79
1905,85.32,9,2,79
1906,72.14,10,2,79
1907,65.71,11,2,79
1908,69.52,12,2,79
1909,62.29,13,2,79
1910,80.22,14,2,79
1911,72.86,15,2,79
1912,74.78,16,2,79
1913,72.59,17,2,79
1914,56.47,18,2,79
1915,49.12,19,2,79
1916,53.37,20,2,79
1917,44.31,21,2,79
1918,50.71,22,2,79
1919,57.25,23,2,79
1920,46.2,0,3,80
1921,19.16,1,3,80
1922,48.41,2,3,80
1923,57.49,3,3,80
1924,48.21,4,3,80
1925,38.87,5,3,80
1926,63.32,6,3,80
1927,70.56,7,3,80
1928,69.12,8,3,80
1929,62.91,9,3,80
1930,60.86,10,3,80
1931,75.1,11,3,80
1932,72.68,12,3,80
1933,70.13,13,3,80
1934,84.52,14,3,80
1935,60.46,15,3,80
1936,79.75,16,3,80
1937,62.91,17,3,80
1938,44.87,18,3,80
1939,55.01,19,3,80
1940,61.23,20,3,80
1941,48.14,21,3,80
1942,37.36,22,3,80
1943,46.64,23,3,80
1944,40.46,0,4,81
1945,51.66,1,4,81
1946,55.11,2,4,81
1947,42.38,3,4,81
1948,47.67,4,4,81
1949,62.26,5,4,81
1950,52.45,6,4,81
1951,53.77,7,4,81
1952,55.89,8,4,81
1953,70.62,9,4,81
1954,72.18,10,4,81
1955,65.44,11,4,81
1956,71.36,12,4,81
1957,83.12,13,4,81
1958,61.92,14,4,81
1959,52.19,15,4,81
1960,68.96,16,4,81
1961,61.54,17,4,81
1962,53.64,18,4,81
1963,61.43,19,4,81
1964,60.03,20,4,81
1965,33.17,21,4,81
1966,43.7,22,4,81
1967,66.27,23,4,81
1968,40.75,0,5,82
1969,11.9,1,5,82
1970,167.07,2,5,82
1971,39.73,3,5,82
1972,48.45,4,5,82
1973,50.72,5,5,82
1974,52.39,6,5,82
1975,48.61,7,5,82
1976,55.46,8,5,82
1977,51.86,9,5,82
1978,58.58,10,5,82
1979,50.32,11,5,82
1980,53.76,12,5,82
1981,57.41,13,5,82
1982,50.92,14,5,82
1983,52.53,15,5,82
1984,52.77,16,5,82
1985,54.41,17,5,82
1986,55.68,18,5,82
1987,41.27,19,5,82
1988,52.76,20,5,82
1989,47.1,21,5,82
1990,41.72,22,5,82
1991,37.72,23,5,82
1992,38.4,0,6,83
1993,45.75,1,6,83
1994,47.24,2,6,83
1995,50.04,3,6,83
1996,42.18,4,6,83
1997,49.18,5,6,83
1998,58.59,6,6,83
1999,45.96,7,6,83
2000,51.3,8,6,83
2001,56.46,9,6,83
2002,65.43,10,6,83
2003,66.76,11,6,83
2004,58.0,12,6,83
2005,47.37,13,6,83
2006,60.21,14,6,83
2007,48.98,15,6,83
2008,41.92,16,6,83
2009,40.84,17,6,83
2010,50.46,18,6,83
2011,55.63,19,6,83
2012,42.16,20,6,83
2013,41.05,21,6,83
2014,46.92,22,6,83
2015,23.9,23,6,83
2016,50.77,0,0,84
2017,46.92,1,0,84
2018,132.74,2,0,84
2019,46.25,3,0,84
2020,46.06,4,0,84
2021,56.62,5,0,84
2022,71.8,6,0,84
2023,68.6,7,0,84
2024,60.54,8,0,84
2025,56.36,9,0,84
2026,55.54,10,0,84
2027,80.73,11,0,84
2028,62.97,12,0,84
2029,67.59,13,0,84
2030,79.57,14,0,84
2031,54.18,15,0,84
2032,76.54,16,0,84
2033,59.68,17,0,84
2034,49.42,18,0,84
2035,53.52,19,0,84
2036,46.83,20,0,84
2037,53.65,21,0,84
2038,43.03,22,0,84
2039,31.72,23,0,84
2040,44.6,0,1,85
2041,35.92,1,1,85
2042,49.61,2,1,85
2043,40.38,3,1,85
2044,48.46,4,1,85
2045,56.72,5,1,85
2046,56.67,6,1,85
2047,63.47,7,1,85
2048,69.81,8,1,85
2049,57.59,9,1,85
2050,68.24,10,1,85
2051,43.32,11,1,85
2052,72.34,12,1,85
2053,67.55,13,1,85
2054,60.89,14,1,85
2055,69.38,15,1,85
2056,73.75,16,1,85
2057,57.66,17,1,85
2058,50.81,18,1,85
2059,56.58,19,1,85
2060,41.68,20,1,85
2061,44.6,21,1,85
2062,57.75,22,1,85
2063,47.27,23,1,85
2064,31.09,0,2,86
2065,32.16,1,2,86
2066,49.03,2,2,86
2067,56.54,3,2,86
2068,39.18,4,2,86
2069,58.62,5,2,86
2070,68.77,6,2,86
2071,76.33,7,2,86
2072,66.77,8,2,86
2073,70.66,9,2,86
2074,51.45,10,2,86
2075,86.51,11,2,86
2076,65.52,12,2,86
2077,62.25,13,2,86
2078,66.47,14,2,86
2079,78.7,15,2,86
2080,141.79,16,2,86
2081,62.23,17,2,86
2082,66.11,18,2,86
2083,55.36,19,2,86
2084,43.82,20,2,86
2085,61.45,21,2,86
2086,42.75,22,2,86
2087,58.82,23,2,86
2088,56.27,0,3,87
2089,51.2,1,3,87
2090,62.12,2,3,87
2091,67.25,3,3,87
2092,50.48,4,3,87
2093,48.3,5,3,87
2094,42.97,6,3,87
2095,78.94,7,3,87
2096,60.36,8,3,87
2097,75.45,9,3,87
2098,62.34,10,3,87
2099,81.78,11,3,87
2100,64.28,12,3,87
2101,59.94,13,3,87
2102,66.6,14,3,87
2103,62.11,15,3,87
2104,68.65,16,3,87
2105,60.57,17,3,87
2106,62.9,18,3,87
2107,52.45,19,3,87
2108,46.56,20,3,87
2109,44.73,21,3,87
2110,63.85,22,3,87
2111,48.09,23,3,87
2112,29.77,0,4,88
2113,41.88,1,4,88
2114,48.02,2,4,88
2115,63.91,3,4,88
2116,59.86,4,4,88
2117,47.16,5,4,88
2118,76.98,6,4,88
2119,60.49,7,4,88
2120,73.61,8,4,88
2121,56.88,9,4,88
2122,48.84,10,4,88
2123,57.96,11,4,88
2124,43.63,12,4,88
2125,86.12,13,4,88
2126,69.74,14,4,88
2127,58.72,15,4,88
2128,67.26,16,4,88
2129,62.26,17,4,88
2130,62.6,18,4,88
2131,24.21,19,4,88
2132,49.32,20,4,88
2133,42.11,21,4,88
2134,53.87,22,4,88
2135,52.46,23,4,88
2136,35.19,0,5,89
2137,52.22,1,5,89
2138,32.49,2,5,89
2139,30.7,3,5,89
2140,43.73,4,5,89
2141,37.88,5,5,89
2142,50.35,6,5,89
2143,42.83,7,5,89
2144,49.19,8,5,89
2145,70.0,9,5,89
2146,53.54,10,5,89
2147,51.59,11,5,89
2148,67.75,12,5,89
2149,49.57,13,5,89
2150,51.24,14,5,89
2151,59.49,15,5,89
2152,59.9,16,5,89
2153,59.26,17,5,89
2154,40.41,18,5,89
2155,48.05,19,5,89
2156,36.66,20,5,89
2157,33.06,21,5,89
2158,45.62,22,5,89
2159,30.4,23,5,89
2160,36.37,0,6,90
2161,35.79,1,6,90
2162,27.18,2,6,90
2163,45.38,3,6,90
2164,44.62,4,6,90
2165,27.15,5,6,90
2166,48.36,6,6,90
2167,43.06,7,6,90
2168,60.92,8,6,90
2169,43.06,9,6,90
2170,53.68,10,6,90
2171,60.63,11,6,90
2172,58.58,12,6,90
2173,63.84,13,6,90
2174,44.39,14,6,90
2175,67.84,15,6,90
2176,56.34,16,6,90
2177,60.13,17,6,90
2178,53.14,18,6,90
2179,42.94,19,6,90
2180,29.87,20,6,90
2181,33.15,21,6,90
2182,48.47,22,6,90
2183,45.63,23,6,90
2184,39.94,0,0,91
2185,22.76,1,0,91
2186,44.8,2,0,91
2187,46.11,3,0,91
2188,48.89,4,0,91
2189,58.02,5,0,91
2190,63.9,6,0,91
2191,67.92,7,0,91
2192,66.46,8,0,91
2193,50.97,9,0,91
2194,64.56,10,0,91
2195,86.92,11,0,91
2196,71.89,12,0,91
2197,71.43,13,0,91
2198,70.16,14,0,91
2199,68.7,15,0,91
2200,43.83,16,0,91
2201,58.08,17,0,91
2202,56.59,18,0,91
2203,64.04,19,0,91
2204,51.27,20,0,91
2205,35.24,21,0,91
2206,49.94,22,0,91
2207,38.87,23,0,91
2208,34.91,0,1,92
2209,38.38,1,1,92
2210,50.59,2,1,92
2211,58.23,3,1,92
2212,134.51,4,1,92
2213,58.59,5,1,92
2214,60.43,6,1,92
2215,60.56,7,1,92
2216,68.22,8,1,92
2217,45.78,9,1,92
2218,67.92,10,1,92
2219,59.87,11,1,92
2220,77.95,12,1,92
2221,67.06,13,1,92
